Country,Indicator,"Indicator Code",Period,DisaggregationId,Disaggregation,DatasourceId,"Data Source",MeasurementMethodId,"Measurement Method",Value
"SIERRA LEONE","availability of items for offering Cardiovascular diseases services",AFR0544,2017,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,37
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",345
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",365
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",355
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",355
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",344
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",366
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",367
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",343
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",355
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",345
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",369
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",357
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",359
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",347
"SIERRA LEONE","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",371
"SOUTH AFRICA","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,12.7
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.4
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,42
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,26.1
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,26.9
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,41.8
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,27.4
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,41.4
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.9
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.9
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.3
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,40.8
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.7
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,37.5
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,39.9
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.2
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,38.9
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.6
"SOUTH AFRICA","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,36.8
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",563
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",524
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",483
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",494
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",566
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",531
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",571
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",539
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",505
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",579
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",547
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",513
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",522
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",589
"SOUTH AFRICA","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",556
"SOUTH SUDAN","Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,10.2
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,21.5
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,'-
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,0
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.9
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.8
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,'-
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,20.6
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.3
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2016,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.4
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,23.6
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,25.7
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2017,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,19.8
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.9
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,19
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2018,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.9
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1137,"Female (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,22.2
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,18
"SOUTH SUDAN","Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2019,1135,"Both sexes (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,24.1
"SOUTH SUDAN","Availability of Cardiovascular diseases services",AFR0528,2018,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,11
"SOUTH SUDAN","availability of items for offering Cardiovascular diseases services",AFR0544,2019,29,Total,53,"Service Availability and Readiness Assessment",1,Percentage,56
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",302
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,8,Male,35,IHME,8,"Per 100 000 population",320
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2015,9,Female,35,IHME,8,"Per 100 000 population",283
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,9,Female,35,IHME,8,"Per 100 000 population",294
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,8,Male,35,IHME,8,"Per 100 000 population",334
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2016,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",314
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,8,Male,35,IHME,8,"Per 100 000 population",339
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,9,Female,35,IHME,8,"Per 100 000 population",298
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2017,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",319
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,8,Male,35,IHME,8,"Per 100 000 population",339
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,9,Female,35,IHME,8,"Per 100 000 population",299
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2018,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",319
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,9,Female,35,IHME,8,"Per 100 000 population",301
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,28,"Both sexes (male and female)",35,IHME,8,"Per 100 000 population",320
"SOUTH SUDAN","Number of new cases of cardiovascular diseases per 100 000 population",AFR0680,2019,8,Male,35,IHME,8,"Per 100 000 population",340
TOGO,"Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose",AFR0313,2019,28,"Both sexes (male and female)",37,"International Diabetes Federation",1,Percentage,2.4
TOGO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,1136,"Male (30-79 years)",3,"WHO/Global Health Observatory",1,Percentage,26.2
TOGO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,9,Female,3,"WHO/Global Health Observatory",1,Percentage,29.2
TOGO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,8,Male,3,"WHO/Global Health Observatory",1,Percentage,28.3
TOGO,"Age-standardized prevalence of raised blood pressure among persons aged 18+ years",AFR0311,2015,28,"Both sexes (male and female)",3,"WHO/Global Health Observatory",1,Percentage,28.9
